case_id,name,age,status
20251030-4802,Suspect 735,36,Person of Interest
20251030-4803,Suspect 404,49,Person of Interest
20251030-4804,Suspect 79,60,Arrested
20251030-4804,Suspect 275,50,Arrested
20251030-4804,Suspect 877,19,Suspect
20251030-4807,Suspect 642,40,Wanted
20251030-4810,Suspect 547,48,Wanted
20251030-4811,Suspect 362,60,Suspect
20251030-4813,Suspect 960,27,Suspect
20251030-4817,Suspect 346,39,Person of Interest
20251030-4817,Suspect 142,44,Suspect
20251030-4817,Suspect 470,41,Arrested
20251030-4818,Suspect 424,60,Suspect
20251030-4818,Suspect 873,65,Wanted
20251030-4819,Suspect 777,61,Suspect
20251030-4819,Suspect 202,51,Suspect
20251030-4820,Suspect 544,51,Wanted
20251030-4823,Suspect 874,43,Wanted
20251030-4823,Suspect 983,53,Person of Interest
20251030-4823,Suspect 764,62,Person of Interest
20251030-4824,Suspect 566,21,Wanted
20251030-4827,Suspect 414,34,Wanted
20251030-4829,Suspect 224,23,Wanted
20251030-4829,Suspect 986,18,Arrested
20251030-4829,Suspect 666,42,Person of Interest
20251030-4841,Suspect 781,62,Wanted
20251030-4841,Suspect 86,20,Person of Interest
20251030-4848,Suspect 152,36,Wanted
20251030-4848,Suspect 489,49,Suspect
20251030-4848,Suspect 45,40,Suspect
20251030-4849,Suspect 116,35,Arrested
20251030-4849,Suspect 149,31,Wanted
20251030-4849,Suspect 652,42,Wanted
20251030-4850,Suspect 865,18,Arrested
20251030-4850,Suspect 302,41,Person of Interest
20251030-4852,Suspect 953,65,Wanted
20251030-4854,Suspect 146,25,Person of Interest
20251030-4854,Suspect 180,26,Arrested
20251030-4856,Suspect 193,43,Person of Interest
20251030-4858,Suspect 168,23,Wanted
20251030-4858,Suspect 603,25,Arrested
20251030-4858,Suspect 476,43,Person of Interest
20251030-4860,Suspect 599,32,Person of Interest
20251030-4866,Suspect 765,64,Person of Interest
20251030-4870,Suspect 573,41,Suspect
20251030-4870,Suspect 104,61,Wanted
20251030-4874,Suspect 133,54,Arrested
20251030-4874,Suspect 7,49,Person of Interest
20251030-4877,Suspect 917,44,Arrested
20251030-4878,Suspect 186,55,Person of Interest
20251030-4878,Suspect 281,53,Wanted
20251030-4878,Suspect 963,53,Suspect
20251030-4881,Suspect 679,22,Wanted
20251030-4881,Suspect 937,28,Suspect
20251030-4881,Suspect 382,54,Suspect
20251030-4883,Suspect 612,23,Wanted
20251030-4883,Suspect 637,30,Suspect
20251030-4883,Suspect 717,40,Suspect
20251030-4884,Suspect 822,31,Wanted
20251030-4884,Suspect 2,33,Person of Interest
20251030-4887,Suspect 572,51,Suspect
20251030-4888,Suspect 990,45,Arrested
20251030-4897,Suspect 345,57,Suspect
20251030-4898,Suspect 381,62,Arrested
20251030-4898,Suspect 408,51,Person of Interest
20251030-4906,Suspect 808,46,Suspect
20251030-4912,Suspect 23,20,Wanted
20251030-4912,Suspect 234,38,Suspect
20251030-4916,Suspect 656,65,Person of Interest
20251030-4916,Suspect 715,31,Arrested
20251030-4916,Suspect 388,22,Arrested
20251030-4921,Suspect 567,24,Suspect
20251030-4921,Suspect 82,22,Arrested
20251030-4921,Suspect 516,20,Wanted
20251030-4922,Suspect 304,30,Arrested
20251030-4924,Suspect 355,30,Suspect
20251030-4924,Suspect 944,65,Arrested
20251030-4926,Suspect 140,39,Arrested
20251030-4926,Suspect 11,23,Arrested
20251030-4927,Suspect 750,41,Wanted
20251030-4928,Suspect 244,24,Arrested
20251030-4929,Suspect 689,55,Suspect
20251030-4929,Suspect 537,26,Wanted
20251030-4931,Suspect 617,33,Arrested
20251030-4932,Suspect 175,45,Suspect
20251030-4938,Suspect 841,49,Wanted
20251030-4939,Suspect 545,24,Wanted
20251030-4939,Suspect 440,25,Wanted
20251030-4942,Suspect 318,61,Suspect
20251030-4942,Suspect 385,32,Suspect
20251030-4949,Suspect 932,59,Arrested
20251030-4952,Suspect 514,61,Arrested
20251030-4953,Suspect 995,46,Suspect
20251030-4953,Suspect 127,30,Person of Interest
20251030-4953,Suspect 669,35,Arrested
20251030-4956,Suspect 117,54,Wanted
20251030-4956,Suspect 545,26,Arrested
20251030-4956,Suspect 885,35,Arrested
20251030-4958,Suspect 187,44,Wanted
20251030-4958,Suspect 917,58,Person of Interest
20251030-4959,Suspect 898,31,Person of Interest
20251030-4959,Suspect 194,18,Wanted
20251030-4959,Suspect 68,47,Wanted
20251030-4961,Suspect 325,33,Arrested
20251030-4963,Suspect 628,42,Wanted
20251030-4966,Suspect 797,38,Arrested
20251030-4971,Suspect 184,23,Person of Interest
20251030-4971,Suspect 272,64,Suspect
20251030-4974,Suspect 377,51,Person of Interest
20251030-4974,Suspect 83,46,Arrested
20251030-4975,Suspect 142,23,Arrested
20251030-4975,Suspect 504,20,Person of Interest
20251030-4979,Suspect 213,46,Arrested
20251030-4979,Suspect 603,57,Suspect
20251030-4979,Suspect 918,47,Wanted
20251030-4980,Suspect 990,42,Suspect
20251030-4980,Suspect 341,55,Arrested
20251030-4981,Suspect 540,31,Suspect
20251030-4982,Suspect 437,60,Suspect
20251030-4983,Suspect 630,37,Arrested
20251030-4984,Suspect 255,22,Person of Interest
20251030-4984,Suspect 175,57,Suspect
20251030-4985,Suspect 446,29,Person of Interest
20251030-4985,Suspect 776,28,Suspect
20251030-4986,Suspect 195,65,Person of Interest
20251030-4986,Suspect 968,21,Arrested
20251030-4986,Suspect 586,29,Suspect
20251030-4989,Suspect 207,42,Wanted
20251030-4989,Suspect 518,47,Arrested
20251030-4989,Suspect 243,59,Person of Interest
20251030-4992,Suspect 698,60,Wanted
20251030-4992,Suspect 892,19,Person of Interest
20251030-4992,Suspect 138,56,Wanted
20251030-4993,Suspect 124,23,Person of Interest
20251030-4993,Suspect 936,21,Suspect
20251030-4994,Suspect 966,18,Person of Interest
20251030-4994,Suspect 564,58,Wanted
20251030-4995,Suspect 708,36,Arrested
20251030-4995,Suspect 505,25,Wanted
20251030-4995,Suspect 685,42,Suspect
20251030-4997,Suspect 368,42,Arrested
20251030-5000,Suspect 554,47,Arrested
20251030-5000,Suspect 273,40,Arrested
